name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/23/20,68128,4512,63569
Guangdong,Mainland China,4/23/20,1585,8,1528
Henan,Mainland China,4/23/20,1276,22,1254
Zhejiang,Mainland China,4/23/20,1268,1,1246
Hunan,Mainland China,4/23/20,1019,4,1014
Anhui,Mainland China,4/23/20,991,6,984
Jiangxi,Mainland China,4/23/20,937,1,936
Shandong,Mainland China,4/23/20,787,7,761
Jiangsu,Mainland China,4/23/20,653,0,643
Chongqing,Mainland China,4/23/20,579,6,570
Sichuan,Mainland China,4/23/20,561,3,553
Beijing,Mainland China,4/23/20,593,8,509
Heilongjiang,Mainland China,4/23/20,928,13,485
Shanghai,Mainland China,4/23/20,641,7,533
Hebei,Mainland China,4/23/20,328,6,316
Hong Kong,Hong Kong,4/23/20,1035,4,699
Fujian,Mainland China,4/23/20,355,1,336
Guangxi,Mainland China,4/23/20,254,2,252
Shaanxi,Mainland China,4/23/20,279,3,253
Yunnan,Mainland China,4/23/20,184,2,177
Taiwan,Taiwan,4/23/20,427,6,253
Hainan,Mainland China,4/23/20,168,6,162
Guizhou,Mainland China,4/23/20,147,2,145
Tianjin,Mainland China,4/23/20,189,3,173
Gansu,Mainland China,4/23/20,139,2,137
Shanxi,Mainland China,4/23/20,197,0,135
Liaoning,Mainland China,4/23/20,146,2,140
Jilin,Mainland China,4/23/20,108,1,99
Xinjiang Uygur,Mainland China,4/23/20,76,3,73
Nei Mongol,Mainland China,4/23/20,194,1,104
Ningxia,Mainland China,4/23/20,75,0,75
Macau,Macau,4/23/20,45,0,16
Qinghai,Mainland China,4/23/20,18,0,18
Xizang,Mainland China,4/23/20,1,0,1
Yemen,Yemen,4/23/20,1,0,0
Sao Tome and Principe,Sao Tome and Principe,4/23/20,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,4/23/20,1,0,0
South Sudan,South Sudan,4/23/20,4,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),4/23/20,2,0,0
Malawi,Malawi,4/23/20,33,3,3
Burundi,Burundi,4/23/20,11,1,4
Sierra Leone,Sierra Leone,4/23/20,64,1,10
Botswana,Botswana,4/23/20,22,1,0
Anguilla,Anguilla,4/23/20,3,0,0
Saint Barthelemy,Saint Barthelemy,4/23/20,6,0,1
Bermuda,Bermuda,4/23/20,99,5,39
Faroe Islands,Faroe Islands,4/23/20,187,0,178
Gibraltar,Gibraltar,4/23/20,133,0,129
Isle of Man,Isle of Man,4/23/20,307,9,200
Saint Martin,Saint Martin,4/23/20,38,2,19
Montserrat,Montserrat,4/23/20,11,0,1
Mayotte,Mayotte,4/23/20,326,4,125
New Caledonia,New Caledonia,4/23/20,18,0,1
Sint Maarten,Sint Maarten,4/23/20,73,12,22
Turks and Caicos Islands,Turks and Caicos Islands,4/23/20,11,1,0
Republic of the Congo,Republic of the Congo,4/23/20,186,6,16
Angola,Angola,4/23/20,25,2,6
Benin,Benin,4/23/20,54,1,27
Bahamas,Bahamas,4/23/20,72,11,14
Belize,Belize,4/23/20,18,2,0
Barbados,Barbados,4/23/20,76,6,27
Central African Republic,Central African Republic,4/23/20,16,0,10
Cabo Verde,Cabo Verde,4/23/20,82,1,1
Djibouti,Djibouti,4/23/20,986,2,252
Dominica,Dominica,4/23/20,16,0,8
Eritrea,Eritrea,4/23/20,39,0,3
Fiji,Fiji,4/23/20,18,0,3
Gambia,Gambia,4/23/20,10,1,2
Guinea-Bissau,Guinea-Bissau,4/23/20,50,0,3
Equatorial Guinea,Equatorial Guinea,4/23/20,84,1,7
Grenada,Grenada,4/23/20,15,0,6
Haiti,Haiti,4/23/20,72,5,2
Kyrgyzstan,Kyrgyzstan,4/23/20,631,8,302
Saint Kitts and Nevis,Saint Kitts and Nevis,4/23/20,15,0,0
Laos,Laos,4/23/20,19,0,0
Liberia,Liberia,4/23/20,101,8,7
Libya,Libya,4/23/20,60,1,15
Madagascar,Madagascar,4/23/20,121,0,39
Mali,Mali,4/23/20,309,21,77
Montenegro,Montenegro,4/23/20,316,5,116
Mozambique,Mozambique,4/23/20,46,0,9
Mauritius,Mauritius,4/23/20,331,9,266
Niger,Niger,4/23/20,671,24,256
Nicaragua,Nicaragua,4/23/20,11,3,7
Papua New Guinea,Papua New Guinea,4/23/20,8,0,0
El Salvador,El Salvador,4/23/20,250,8,67
Somalia,Somalia,4/23/20,328,16,8
Kosovo,Kosovo,4/23/20,510,12,93
Syria,Syria,4/23/20,42,3,6
Chad,Chad,4/23/20,33,0,8
Timor-Leste,Timor-Leste,4/23/20,23,0,1
Tanzania,Tanzania,4/23/20,284,10,11
Uganda,Uganda,4/23/20,74,0,46
Zambia,Zambia,4/23/20,76,3,37
Zimbabwe,Zimbabwe,4/23/20,28,3,2
Iran,Iran,4/23/20,87026,5481,64843
France,France,4/23/20,158183,21856,42088
Switzerland,Switzerland,4/23/20,28496,1509,19900
United Kingdom,United Kingdom,4/23/20,139246,18791,712
Netherlands,Netherlands,4/23/20,35921,4192,6
Norway,Norway,4/23/20,7401,194,32
Portugal,Portugal,4/23/20,22353,820,1201
Sweden,Sweden,4/23/20,16755,2021,550
Australia,Australia,4/23/20,6656,75,5045
Denmark,Denmark,4/23/20,8073,384,5087
Malaysia,Malaysia,4/23/20,5603,95,3542
Israel,Israel,4/23/20,14803,192,5611
Turkey,Turkey,4/23/20,101790,2491,18491
Czech Republic,Czech Republic,4/23/20,7187,210,2152
Japan,Japan,4/23/20,12368,328,1494
Ireland,Ireland,4/23/20,17607,794,9233
Pakistan,Pakistan,4/23/20,11057,235,2337
Luxembourg,Luxembourg,4/23/20,3665,83,728
Ecuador,Ecuador,4/23/20,11183,560,1328
Thailand,Thailand,4/23/20,2839,50,2430
Finland,Finland,4/23/20,4284,149,2000
Others,Japan (Diamond Princess),4/23/20,706,6,10
Poland,Poland,4/23/20,10511,454,1740
Iceland,Iceland,4/23/20,1789,10,1509
Indonesia,Indonesia,4/23/20,7775,647,960
Romania,Romania,4/23/20,10096,527,2478
Saudi Arabia,Saudi Arabia,4/23/20,13930,121,1925
Singapore,Singapore,4/23/20,11178,12,896
Qatar,Qatar,4/23/20,7764,10,750
Philippines,Philippines,4/23/20,6981,462,722
Slovenia,Slovenia,4/23/20,1366,79,211
Russia,Russia,4/23/20,62773,555,4891
South Africa,South Africa,4/23/20,3953,75,1473
Estonia,Estonia,4/23/20,1592,45,192
Bahrain,Bahrain,4/23/20,2217,8,1082
Egypt,Egypt,4/23/20,3891,287,1004
Mexico,Mexico,4/23/20,11633,1069,2627
Croatia,Croatia,4/23/20,1981,50,883
Panama,Panama,4/23/20,5166,146,271
Lebanon,Lebanon,4/23/20,688,22,140
Iraq,Iraq,4/23/20,1677,83,1171
Serbia,Serbia,4/23/20,6630,125,870
Dominican Republic,Dominican Republic,4/23/20,5543,265,581
Algeria,Algeria,4/23/20,3007,407,1355
Armenia,Armenia,4/23/20,1523,24,659
