name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,4/22/20,68128,4512,63547
Guangdong,Mainland China,4/22/20,1582,8,1501
Henan,Mainland China,4/22/20,1276,22,1254
Zhejiang,Mainland China,4/22/20,1268,1,1246
Hunan,Mainland China,4/22/20,1019,4,1014
Anhui,Mainland China,4/22/20,991,6,984
Jiangxi,Mainland China,4/22/20,937,1,936
Shandong,Mainland China,4/22/20,787,7,761
Jiangsu,Mainland China,4/22/20,653,0,643
Chongqing,Mainland China,4/22/20,579,6,570
Sichuan,Mainland China,4/22/20,561,3,553
Beijing,Mainland China,4/22/20,593,8,509
Heilongjiang,Mainland China,4/22/20,921,13,477
Shanghai,Mainland China,4/22/20,639,7,530
Hebei,Mainland China,4/22/20,328,6,316
Hong Kong,Hong Kong,4/22/20,1033,4,678
Fujian,Mainland China,4/22/20,355,1,336
Guangxi,Mainland China,4/22/20,254,2,252
Shaanxi,Mainland China,4/22/20,279,3,253
Yunnan,Mainland China,4/22/20,184,2,177
Taiwan,Taiwan,4/22/20,426,6,236
Hainan,Mainland China,4/22/20,168,6,162
Guizhou,Mainland China,4/22/20,147,2,145
Tianjin,Mainland China,4/22/20,189,3,173
Gansu,Mainland China,4/22/20,139,2,137
Shanxi,Mainland China,4/22/20,197,0,135
Liaoning,Mainland China,4/22/20,146,2,140
Jilin,Mainland China,4/22/20,106,1,97
Xinjiang Uygur,Mainland China,4/22/20,76,3,73
Nei Mongol,Mainland China,4/22/20,194,1,104
Ningxia,Mainland China,4/22/20,75,0,75
Macau,Macau,4/22/20,45,0,16
Qinghai,Mainland China,4/22/20,18,0,18
Xizang,Mainland China,4/22/20,1,0,1
Yemen,Yemen,4/22/20,1,0,0
Sao Tome and Principe,Sao Tome and Principe,4/22/20,4,0,0
Saint Pierre and Miquelon,Saint Pierre and Miquelon,4/22/20,1,0,0
South Sudan,South Sudan,4/22/20,4,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),4/22/20,2,0,0
Malawi,Malawi,4/22/20,23,2,3
Burundi,Burundi,4/22/20,11,1,4
Sierra Leone,Sierra Leone,4/22/20,61,0,6
Botswana,Botswana,4/22/20,22,1,0
Anguilla,Anguilla,4/22/20,3,0,0
Saint Barthelemy,Saint Barthelemy,4/22/20,6,0,1
Bermuda,Bermuda,4/22/20,99,5,39
Faroe Islands,Faroe Islands,4/22/20,185,0,176
Gibraltar,Gibraltar,4/22/20,132,0,105
Isle of Man,Isle of Man,4/22/20,307,9,200
Saint Martin,Saint Martin,4/22/20,38,2,19
Montserrat,Montserrat,4/22/20,11,0,1
Mayotte,Mayotte,4/22/20,326,4,125
New Caledonia,New Caledonia,4/22/20,18,0,1
Sint Maarten,Sint Maarten,4/22/20,71,11,22
Turks and Caicos Islands,Turks and Caicos Islands,4/22/20,11,1,0
Republic of the Congo,Republic of the Congo,4/22/20,186,6,16
Angola,Angola,4/22/20,25,2,6
Benin,Benin,4/22/20,54,1,27
Bahamas,Bahamas,4/22/20,65,9,12
Belize,Belize,4/22/20,18,2,0
Barbados,Barbados,4/22/20,75,5,15
Central African Republic,Central African Republic,4/22/20,14,0,10
Cabo Verde,Cabo Verde,4/22/20,73,1,1
Djibouti,Djibouti,4/22/20,974,2,183
Dominica,Dominica,4/22/20,16,0,8
Eritrea,Eritrea,4/22/20,39,0,3
Fiji,Fiji,4/22/20,18,0,3
Gambia,Gambia,4/22/20,10,1,2
Guinea-Bissau,Guinea-Bissau,4/22/20,50,0,3
Equatorial Guinea,Equatorial Guinea,4/22/20,84,1,7
Grenada,Grenada,4/22/20,15,0,6
Haiti,Haiti,4/22/20,62,4,2
Kyrgyzstan,Kyrgyzstan,4/22/20,612,7,254
Saint Kitts and Nevis,Saint Kitts and Nevis,4/22/20,15,0,0
Laos,Laos,4/22/20,19,0,0
Liberia,Liberia,4/22/20,101,8,7
Libya,Libya,4/22/20,59,1,15
Madagascar,Madagascar,4/22/20,121,0,39
Mali,Mali,4/22/20,293,17,73
Montenegro,Montenegro,4/22/20,315,5,116
Mozambique,Mozambique,4/22/20,41,0,8
Mauritius,Mauritius,4/22/20,329,9,261
Niger,Niger,4/22/20,662,22,193
Nicaragua,Nicaragua,4/22/20,10,2,6
Papua New Guinea,Papua New Guinea,4/22/20,8,0,0
El Salvador,El Salvador,4/22/20,237,7,63
Somalia,Somalia,4/22/20,286,8,4
Kosovo,Kosovo,4/22/20,510,12,93
Syria,Syria,4/22/20,42,3,6
Chad,Chad,4/22/20,33,0,8
Timor-Leste,Timor-Leste,4/22/20,23,0,1
Tanzania,Tanzania,4/22/20,284,10,11
Uganda,Uganda,4/22/20,63,0,45
Zambia,Zambia,4/22/20,74,3,35
Zimbabwe,Zimbabwe,4/22/20,28,3,2
Iran,Iran,4/22/20,85996,5391,63113
France,France,4/22/20,158050,21340,40657
Switzerland,Switzerland,4/22/20,28268,1478,19400
United Kingdom,United Kingdom,4/22/20,134637,18151,676
Netherlands,Netherlands,4/22/20,35032,4068,6
Norway,Norway,4/22/20,7338,187,32
Portugal,Portugal,4/22/20,21982,785,1143
Sweden,Sweden,4/22/20,16004,1937,550
Australia,Australia,4/22/20,6649,74,4761
Denmark,Denmark,4/22/20,7912,370,4700
Malaysia,Malaysia,4/22/20,5532,93,3452
Israel,Israel,4/22/20,14498,189,5215
Turkey,Turkey,4/22/20,98674,2376,16477
Czech Republic,Czech Republic,4/22/20,7132,208,1989
Japan,Japan,4/22/20,11512,281,1356
Ireland,Ireland,4/22/20,16671,769,9233
Pakistan,Pakistan,4/22/20,10076,212,2156
Luxembourg,Luxembourg,4/22/20,3654,80,711
Ecuador,Ecuador,4/22/20,10850,537,1262
Thailand,Thailand,4/22/20,2826,49,2352
Finland,Finland,4/22/20,4129,141,2000
Others,Japan (Diamond Princess),4/22/20,706,6,10
Poland,Poland,4/22/20,10169,426,1513
Iceland,Iceland,4/22/20,1785,10,1462
Indonesia,Indonesia,4/22/20,7418,635,913
Romania,Romania,4/22/20,9710,508,2406
Saudi Arabia,Saudi Arabia,4/22/20,12772,114,1812
Singapore,Singapore,4/22/20,10141,11,839
Qatar,Qatar,4/22/20,7141,10,689
Philippines,Philippines,4/22/20,6710,446,693
Slovenia,Slovenia,4/22/20,1353,79,205
Russia,Russia,4/22/20,57999,513,4420
South Africa,South Africa,4/22/20,3635,65,1055
Estonia,Estonia,4/22/20,1559,44,184
Bahrain,Bahrain,4/22/20,2027,7,1026
Egypt,Egypt,4/22/20,3659,276,935
Mexico,Mexico,4/22/20,9501,857,2627
Croatia,Croatia,4/22/20,1950,48,869
Panama,Panama,4/22/20,4821,141,231
Lebanon,Lebanon,4/22/20,682,22,108
Iraq,Iraq,4/22/20,1631,83,1146
Serbia,Serbia,4/22/20,6630,125,870
Dominican Republic,Dominican Republic,4/22/20,5300,260,581
Algeria,Algeria,4/22/20,2910,402,1204
Armenia,Armenia,4/22/20,1473,24,633
Kuwait,Kuwait,4/22/20,2248,13,443
Bulgaria,Bulgaria,4/22/20,1024,49,174
Slovakia,Slovakia,4/22/20,1244,14,284
San Marino,San Marino,4/22/20,488,40,62
United Arab Emirates,United Arab Emirates,4/22/20,8238,52,1546
Latvia,Latvia,4/22/20,761,11,133
Uruguay,Uruguay,4/22/20,543,12,324
Hungary,Hungary,4/22/20,2168,225,295
Lithuania,Lithuania,4/22/20,1370,38,357
Costa Rica,Costa Rica,4/22/20,681,6,180
North Macedonia,North Macedonia,4/22/20,1259,56,272
Vietnam,Vietnam,4/22/20,268,0,198
Andorra,Andorra,4/22/20,723,37,309
Morocco,Morocco,4/22/20,3446,149,417
Jordan,Jordan,4/22/20,435,7,315
Cyprus,Cyprus,4/22/20,790,13,98
Moldova,Moldova,4/22/20,2778,75,560
Bosnia and Herzegovina,Bosnia and Herzegovina,4/22/20,1368,53,460
Malta,Malta,4/22/20,444,3,165
Albania,Albania,4/22/20,634,27,356
Brunei,Brunei,4/22/20,138,1,115
Cambodia,Cambodia,4/22/20,122,0,98
Sri Lanka,Sri Lanka,4/22/20,330,7,105
Belarus,Belarus,4/22/20,7281,58,769
Tunisia,Tunisia,4/22/20,909,38,190
Burkina Faso,Burkina Faso,4/22/20,609,39,389
Venezuela,Venezuela,4/22/20,288,10,122
New Zealand,New Zealand,4/22/20,1451,14,1036
Azerbaijan,Azerbaijan,4/22/20,1518,20,907
Kazakhstan,Kazakhstan,4/22/20,2135,19,515
Senegal,Senegal,4/22/20,442,6,253
Guadeloupe,Guadeloupe,4/22/20,148,8,73
Oman,Oman,4/22/20,1614,8,238
Georgia (country),Georgia,4/22/20,416,5,107
Trinidad and Tobago,Trinidad and Tobago,4/22/20,115,8,28
Ukraine,Ukraine,4/22/20,6592,174,424
Reunion,Reunion,4/22/20,410,0,238
Uzbekistan,Uzbekistan,4/22/20,1716,7,450
Cameroon,Cameroon,4/22/20,1163,42,305
Martinique,Martinique,4/22/20,164,14,73
Liechtenstein,Liechtenstein,4/22/20,81,1,55
Afghanistan,Afghanistan,4/22/20,1176,40,166
Palestine,Palestine,4/22/20,335,2,71
Democratic Republic of the Congo,Democratic Republic of the Congo,4/22/20,359,25,45
Bangladesh,Bangladesh,4/22/20,3772,120,92
Nigeria,Nigeria,4/22/20,873,28,197
Honduras,Honduras,4/22/20,510,46,30
Bolivia,Bolivia,4/22/20,609,37,44
Paraguay,Paraguay,4/22/20,213,8,62
Cuba,Cuba,4/22/20,1189,40,341
Ghana,Ghana,4/22/20,1154,9,99
French Guiana,French Guiana,4/22/20,97,0,69
Rwanda,Rwanda,4/22/20,153,0,84
Guatemala,Guatemala,4/22/20,316,8,24
Jamaica,Jamaica,4/22/20,233,6,27
Togo,Togo,4/22/20,88,6,56
Kenya,Kenya,4/22/20,303,14,74
Cote d'Ivoire,Cote d'Ivoire,4/22/20,952,14,310
Maldives,Maldives,4/22/20,86,0,16
Monaco,Monaco,4/22/20,94,3,20
Ethiopia,Ethiopia,4/22/20,116,3,21
Mongolia,Mongolia,4/22/20,35,0,8
Guyana,Guyana,4/22/20,67,7,9
Seychelles,Seychelles,4/22/20,11,0,0
Suriname,Suriname,4/22/20,10,0,0
Gabon,Gabon,4/22/20,166,1,24
French Polynesia,French Polynesia,4/22/20,57,0,35
Namibia,Namibia,4/22/20,16,0,4
Bhutan,Bhutan,4/22/20,6,0,2
Saint Lucia,Saint Lucia,4/22/20,15,0,1
Sudan,Sudan,4/22/20,140,13,8
Nepal,Nepal,4/22/20,45,0,7
Guinea,Guinea,4/22/20,761,6,164
Aruba,Aruba,4/22/20,100,2,68
Jersey,Jersey,4/22/20,2,0,0
Mauritania,Mauritania,4/22/20,7,1,2
Antigua and Barbuda,Antigua and Barbuda,4/22/20,24,3,7
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,4/22/20,13,0,3
Curacao,Curacao,4/22/20,14,1,10
Greenland,Greenland,4/22/20,11,0,3
Guernsey,Guernsey,4/22/20,1,0,0
Vatican City,Vatican City,4/22/20,9,0,2
Cayman Islands,Cayman Islands,4/22/20,66,1,7
India,India,4/22/20,21370,681,4370
Canada,Canada,4/22/20,40190,1974,13948
Italy,Italy,4/22/20,187327,25085,54543
South Korea,South Korea,4/22/20,10694,238,8277
Spain,Spain,4/22/20,208389,21717,85915
Austria,Austria,4/22/20,14925,510,11328
Belgium,Belgium,4/22/20,41889,6262,9433
Greece,Greece,4/22/20,2408,121,577
Chile,Chile,4/22/20,11296,160,5386
Peru,Peru,4/22/20,19250,530,7027
Argentina,Argentina,4/22/20,3288,159,872
Brazil,Brazil,4/22/20,45757,2906,14026
Colombia,Colombia,4/22/20,4356,206,870
Germany,Germany,4/22/20,151191,5385,99400
New York,USA,4/22/20,263754,20248,29831
New Jersey,USA,4/22/20,95914,5150,730
Massachusetts,USA,4/22/20,42944,2182,1299
California,USA,4/22/20,37701,1439,3580
Pennsylvania,USA,4/22/20,36212,1673,586
Illinois,USA,4/22/20,35109,1565,645
Michigan,USA,4/22/20,33966,2813,3272
Florida,USA,4/22/20,28586,927,174
Louisiana,USA,4/22/20,25258,1473,0
Connecticut,USA,4/22/20,22469,1544,63
Texas,USA,4/22/20,21774,569,7359
Georgia,USA,4/22/20,21102,846,340
Maryland,USA,4/22/20,14775,698,981
Ohio,USA,4/22/20,14117,610,448
Washington,USA,4/22/20,12865,695,1798
Indiana,USA,4/22/20,12438,666,1559
Colorado,USA,4/22/20,10891,508,559
Virginia,USA,4/22/20,10266,349,721
Tennessee,USA,4/22/20,7842,166,4012
North Carolina,USA,4/22/20,7545,267,1302
Missouri,USA,4/22/20,6306,242,1257
Rhode Island,USA,4/22/20,5841,181,0
Veteran Affair,USA,4/22/20,5825,374,0
US Military,USA,4/22/20,5734,25,1595
Alabama,USA,4/22/20,5610,201,0
Arizona,USA,4/22/20,5473,231,6
Mississippi,USA,4/22/20,4894,193,0
Wisconsin,USA,4/22/20,4845,248,196
South Carolina,USA,4/22/20,4761,140,0
Nevada,USA,4/22/20,4081,187,2209
Iowa,USA,4/22/20,3748,90,1171
Utah,USA,4/22/20,3445,34,218
Kentucky,USA,4/22/20,3373,185,1174
District of Columbia,USA,4/22/20,3206,127,645
Delaware,USA,4/22/20,3200,89,599
Oklahoma,USA,4/22/20,2894,170,1774
Minnesota,USA,4/22/20,2722,179,1160
Kansas,USA,4/22/20,2418,112,444
Arkansas,USA,4/22/20,2392,44,726
New Mexico,USA,4/22/20,2210,71,529
Oregon,USA,4/22/20,2059,78,595
South Dakota,USA,4/22/20,1858,9,937
Nebraska,USA,4/22/20,1813,38,0
Idaho,USA,4/22/20,1802,54,767
New Hampshire,USA,4/22/20,1588,48,550
Puerto Rico,USA,4/22/20,1378,67,0
Navajo Nation,USA,4/22/20,1366,45,0
West Virginia,USA,4/22/20,963,29,360
