name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,5/1/20,68128,4512,63616
Guangdong,Mainland China,5/1/20,1588,8,1565
Henan,Mainland China,5/1/20,1276,22,1254
Zhejiang,Mainland China,5/1/20,1268,1,1265
Hong Kong,Hong Kong,5/1/20,1039,4,859
Hunan,Mainland China,5/1/20,1019,4,1015
Anhui,Mainland China,5/1/20,991,6,985
Jiangxi,Mainland China,5/1/20,937,1,936
Heilongjiang,Mainland China,5/1/20,944,13,604
Shandong,Mainland China,5/1/20,787,7,772
Jiangsu,Mainland China,5/1/20,653,0,650
Chongqing,Mainland China,5/1/20,579,6,573
Beijing,Mainland China,5/1/20,593,9,547
Shanghai,Mainland China,5/1/20,652,7,612
Sichuan,Mainland China,5/1/20,561,3,558
Taiwan,Taiwan,5/1/20,429,6,324
Fujian,Mainland China,5/1/20,356,1,353
Hebei,Mainland China,5/1/20,328,6,318
Shaanxi,Mainland China,5/1/20,306,3,254
Guangxi,Mainland China,5/1/20,254,2,252
Nei Mongol,Mainland China,5/1/20,201,1,154
Shanxi,Mainland China,5/1/20,197,0,172
Tianjin,Mainland China,5/1/20,190,3,185
Yunnan,Mainland China,5/1/20,185,2,181
Hainan,Mainland China,5/1/20,168,6,162
Guizhou,Mainland China,5/1/20,147,2,145
Liaoning,Mainland China,5/1/20,146,2,144
Gansu,Mainland China,5/1/20,139,2,137
Jilin,Mainland China,5/1/20,112,1,102
Xinjiang Uygur,Mainland China,5/1/20,76,3,73
Ningxia,Mainland China,5/1/20,75,0,75
Macau,Macau,5/1/20,45,0,35
Qinghai,Mainland China,5/1/20,18,0,18
Xizang,Mainland China,5/1/20,1,0,1
Comoros,Comoros,5/1/20,1,0,0
Tajikistan,Tajikistan,5/1/20,15,0,0
Yemen,Yemen,5/1/20,7,2,1
Sao Tome and Principe,Sao Tome and Principe,5/1/20,16,1,4
Saint Pierre and Miquelon,Saint Pierre and Miquelon,5/1/20,1,0,0
South Sudan,South Sudan,5/1/20,45,0,0
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),5/1/20,2,0,0
Malawi,Malawi,5/1/20,37,3,9
Burundi,Burundi,5/1/20,11,1,4
Sierra Leone,Sierra Leone,5/1/20,136,7,21
Botswana,Botswana,5/1/20,23,1,8
Anguilla,Anguilla,5/1/20,3,0,3
Saint Barthelemy,Saint Barthelemy,5/1/20,6,0,6
Bermuda,Bermuda,5/1/20,114,6,48
Faroe Islands,Faroe Islands,5/1/20,187,0,184
Gibraltar,Gibraltar,5/1/20,144,0,131
Isle of Man,Isle of Man,5/1/20,316,22,271
Saint Martin,Saint Martin,5/1/20,38,3,27
Montserrat,Montserrat,5/1/20,11,1,2
Mayotte,Mayotte,5/1/20,539,4,235
New Caledonia,New Caledonia,5/1/20,18,0,17
Sint Maarten,Sint Maarten,5/1/20,76,13,44
Turks and Caicos Islands,Turks and Caicos Islands,5/1/20,12,1,5
Republic of the Congo,Republic of the Congo,5/1/20,229,9,25
Angola,Angola,5/1/20,30,2,11
Benin,Benin,5/1/20,90,2,42
Bahamas,Bahamas,5/1/20,81,11,24
Belize,Belize,5/1/20,18,2,13
Barbados,Barbados,5/1/20,81,7,39
Central African Republic,Central African Republic,5/1/20,72,0,10
Cabo Verde,Cabo Verde,5/1/20,122,1,18
Djibouti,Djibouti,5/1/20,1097,2,672
Dominica,Dominica,5/1/20,16,0,13
Eritrea,Eritrea,5/1/20,39,0,26
Fiji,Fiji,5/1/20,18,0,12
Gambia,Gambia,5/1/20,12,1,8
Guinea-Bissau,Guinea-Bissau,5/1/20,257,1,19
Equatorial Guinea,Equatorial Guinea,5/1/20,315,1,9
Grenada,Grenada,5/1/20,20,0,13
Haiti,Haiti,5/1/20,85,8,10
Kyrgyzstan,Kyrgyzstan,5/1/20,756,8,504
Saint Kitts and Nevis,Saint Kitts and Nevis,5/1/20,15,0,8
Laos,Laos,5/1/20,19,0,8
Liberia,Liberia,5/1/20,152,18,45
Libya,Libya,5/1/20,63,3,18
Madagascar,Madagascar,5/1/20,132,0,94
Mali,Mali,5/1/20,508,26,196
Montenegro,Montenegro,5/1/20,322,7,233
Mozambique,Mozambique,5/1/20,79,0,12
Mauritius,Mauritius,5/1/20,334,9,302
Niger,Niger,5/1/20,728,33,478
Nicaragua,Nicaragua,5/1/20,14,3,7
Papua New Guinea,Papua New Guinea,5/1/20,8,0,0
El Salvador,El Salvador,5/1/20,424,10,124
Somalia,Somalia,5/1/20,601,28,31
Kosovo,Kosovo,5/1/20,806,22,271
Syria,Syria,5/1/20,44,3,27
Chad,Chad,5/1/20,73,5,33
Timor-Leste,Timor-Leste,5/1/20,24,0,16
Tanzania,Tanzania,5/1/20,480,16,167
Uganda,Uganda,5/1/20,85,0,52
Zambia,Zambia,5/1/20,109,3,74
Zimbabwe,Zimbabwe,5/1/20,40,4,5
United Kingdom,United Kingdom,5/1/20,178684,27583,892
France,France,5/1/20,167299,24594,50212
Turkey,Turkey,5/1/20,122392,3258,53808
Russia,Russia,5/1/20,114431,1169,13220
Iran,Iran,5/1/20,95646,6091,76318
Netherlands,Netherlands,5/1/20,39988,4906,6
Switzerland,Switzerland,5/1/20,29705,1754,23900
Portugal,Portugal,5/1/20,25151,1007,1647
Ecuador,Ecuador,5/1/20,26336,1063,1913
Saudi Arabia,Saudi Arabia,5/1/20,24097,169,3555
Sweden,Sweden,5/1/20,21520,2653,1005
Ireland,Ireland,5/1/20,20833,1265,13386
Mexico,Mexico,5/1/20,20739,1972,12377
Pakistan,Pakistan,5/1/20,18114,417,4715
Singapore,Singapore,5/1/20,17101,16,1268
Israel,Israel,5/1/20,16101,225,9156
Japan,Japan,5/1/20,14305,455,2975
Belarus,Belarus,5/1/20,14917,93,2918
Norway,Norway,5/1/20,7783,210,32
Australia,Australia,5/1/20,6778,93,5775
Denmark,Denmark,5/1/20,9311,460,6729
Malaysia,Malaysia,5/1/20,6071,103,4210
Czech Republic,Czech Republic,5/1/20,7737,240,3372
Luxembourg,Luxembourg,5/1/20,3802,92,3213
Thailand,Thailand,5/1/20,2960,54,2719
Finland,Finland,5/1/20,5051,218,3000
Others,Japan (Diamond Princess),5/1/20,706,6,10
Poland,Poland,5/1/20,13105,651,3491
Iceland,Iceland,5/1/20,1798,10,1689
Indonesia,Indonesia,5/1/20,10551,800,1591
Romania,Romania,5/1/20,12567,744,4328
Qatar,Qatar,5/1/20,14096,12,1436
Philippines,Philippines,5/1/20,8772,579,1084
Slovenia,Slovenia,5/1/20,1434,92,233
South Africa,South Africa,5/1/20,5951,116,2382
Estonia,Estonia,5/1/20,1694,52,253
Bahrain,Bahrain,5/1/20,3170,8,1555
Egypt,Egypt,5/1/20,5895,406,1460
Croatia,Croatia,5/1/20,2085,75,1421
Panama,Panama,5/1/20,6720,192,622
Lebanon,Lebanon,5/1/20,729,24,192
Iraq,Iraq,5/1/20,2153,94,1414
Serbia,Serbia,5/1/20,9009,179,1343
Dominican Republic,Dominican Republic,5/1/20,7288,313,1387
Algeria,Algeria,5/1/20,4154,453,1821
Armenia,Armenia,5/1/20,2148,33,977
Kuwait,Kuwait,5/1/20,4377,30,1602
Bulgaria,Bulgaria,5/1/20,1555,68,276
Slovakia,Slovakia,5/1/20,1403,23,558
San Marino,San Marino,5/1/20,580,41,82
United Arab Emirates,United Arab Emirates,5/1/20,13038,111,2543
